count,mean_delta_db,mae_db,rmse_db,p95_abs_db,max_abs_db,mean_match_dist_xyz,max_match_dist_xyz
194,0.2153092783505137,2.877247422680412,3.6817385936762195,8.567,11.969999999999999,0.02927762652665276,0.041231056256176804
